inf,-nan,-nan,-nan
0.619872,0.063786,0.063786,0.252692
0.619924,0.063778,0.063778,0.252657
0.619975,0.063769,0.063769,0.252623
0.619891,0.063896,0.063760,0.252589
0.619807,0.063888,0.063752,0.252690
0.619722,0.063879,0.063743,0.252792
0.619638,0.063870,0.063734,0.252894
0.619553,0.063862,0.063725,0.252996
0.619469,0.063853,0.063853,0.252961
0.619385,0.063980,0.063844,0.252927
0.619300,0.063972,0.063972,0.252892
0.619352,0.063963,0.063963,0.252858
0.619404,0.063954,0.063954,0.252824
0.619320,0.064082,0.063946,0.252789
0.619235,0.064073,0.063937,0.252891
0.619151,0.064064,0.064064,0.252856
0.619203,0.064055,0.064055,0.252822
0.619119,0.064183,0.064047,0.252788
0.619035,0.064174,0.064174,0.252753
0.619086,0.064165,0.064165,0.252719
0.619138,0.064157,0.064157,0.252685
0.619190,0.064148,0.064148,0.252650
0.619242,0.064139,0.064139,0.252616
0.619293,0.064130,0.064130,0.252582
0.619345,0.064122,0.064122,0.252547
0.619397,0.064113,0.064113,0.252513
0.619449,0.064104,0.064104,0.252479
0.619500,0.064096,0.064096,0.252444
0.619552,0.064087,0.064087,0.252410
0.619604,0.064078,0.064078,0.252376
0.619655,0.064070,0.064070,0.252342
0.619707,0.064061,0.064061,0.252307
0.619758,0.064052,0.064052,0.252273
0.619810,0.064043,0.064043,0.252239
0.619862,0.064035,0.064035,0.252205
0.619913,0.064026,0.064026,0.252170
0.619965,0.064017,0.064017,0.252136
0.620016,0.064009,0.064009,0.252102
0.620068,0.064000,0.064000,0.252068
0.620119,0.063991,0.063991,0.252034
0.620171,0.063983,0.063983,0.251999
0.620222,0.063974,0.063974,0.251965
0.620274,0.063965,0.063965,0.251931
0.620325,0.063957,0.063957,0.251897
0.620377,0.063948,0.063948,0.251863
0.620428,0.063939,0.063939,0.251829
0.620479,0.063931,0.063931,0.251795
0.620531,0.063922,0.063922,0.251761
0.620582,0.063913,0.063913,0.251726
0.620634,0.063905,0.063905,0.251692
0.620685,0.063896,0.063896,0.251658
0.620736,0.063887,0.063887,0.251624
0.620788,0.063879,0.063879,0.251590
0.620839,0.063870,0.063870,0.251556
0.620890,0.063861,0.063861,0.251522
0.620942,0.063853,0.063853,0.251488
0.620993,0.063844,0.063844,0.251454
0.621044,0.063836,0.063836,0.251420
0.621095,0.063827,0.063827,0.251386
0.621147,0.063818,0.063818,0.251352
0.621198,0.063810,0.063810,0.251318
0.621249,0.063801,0.063801,0.251284
0.621300,0.063792,0.063792,0.251250
0.621351,0.063784,0.063784,0.251216
0.621403,0.063775,0.063775,0.251182
0.621454,0.063767,0.063767,0.251148
0.621505,0.063758,0.063758,0.251114
0.621556,0.063749,0.063749,0.251080
0.621607,0.063741,0.063741,0.251047
0.621658,0.063732,0.063732,0.251013
0.621709,0.063724,0.063724,0.250979
0.621760,0.063715,0.063715,0.250945
0.621811,0.063706,0.063706,0.250911
0.621862,0.063698,0.063698,0.250877
0.621913,0.063689,0.063689,0.250843
0.621964,0.063681,0.063681,0.250809
0.622015,0.063672,0.063672,0.250776
0.622066,0.063663,0.063663,0.250742
0.622117,0.063655,0.063655,0.250708
0.622168,0.063646,0.063646,0.250674
0.622219,0.063638,0.063638,0.250640
0.622270,0.063629,0.063629,0.250607
0.622321,0.063620,0.063620,0.250573
0.622372,0.063612,0.063612,0.250539
0.622423,0.063603,0.063603,0.250505
0.622474,0.063595,0.063595,0.250472
0.622525,0.063586,0.063586,0.250438
0.622575,0.063578,0.063578,0.250404
0.622626,0.063569,0.063569,0.250370
0.622677,0.063560,0.063560,0.250337
0.622728,0.063552,0.063552,0.250303
0.622779,0.063543,0.063543,0.250269
0.622829,0.063535,0.063535,0.250236
0.622880,0.063526,0.063526,0.250202
0.622931,0.063518,0.063518,0.250168
0.622982,0.063509,0.063509,0.250135
0.623032,0.063501,0.063501,0.250101
0.623083,0.063492,0.063492,0.250067
0.623134,0.063484,0.063484,0.250034
0.623185,0.063475,0.063475,0.250000
0.623235,0.063466,0.063466,0.249966
0.623286,0.063458,0.063458,0.249933
0.623336,0.063449,0.063449,0.249899
0.623387,0.063441,0.063441,0.249866
0.623303,0.063567,0.063432,0.249832
0.623220,0.063558,0.063424,0.249933
0.623136,0.063550,0.063415,0.250034
0.623052,0.063541,0.063407,0.250134
0.622968,0.063533,0.063533,0.250101
0.623019,0.063524,0.063524,0.250067
0.623070,0.063516,0.063516,0.250034
0.623120,0.063507,0.063507,0.250000
0.623171,0.063498,0.063498,0.249966
0.623221,0.063490,0.063490,0.249933
0.623272,0.063481,0.063481,0.249899
0.623323,0.063473,0.063473,0.249866
0.623373,0.063464,0.063464,0.249832
0.623424,0.063456,0.063456,0.249799
0.623340,0.063581,0.063447,0.249765
0.623256,0.063573,0.063439,0.249866
0.623173,0.063564,0.063430,0.249966
0.623089,0.063556,0.063422,0.250067
0.623006,0.063547,0.063413,0.250168
0.622922,0.063539,0.063405,0.250268
0.622839,0.063530,0.063396,0.250369
0.622755,0.063522,0.063388,0.250469
0.622672,0.063513,0.063379,0.250569
0.622588,0.063505,0.063371,0.250670
0.622505,0.063496,0.063362,0.250770
0.622422,0.063488,0.063488,0.250737
0.622338,0.063613,0.063479,0.250703
0.622255,0.063605,0.063471,0.250803
0.622172,0.063596,0.063462,0.250904
0.622088,0.063588,0.063588,0.250870
0.622139,0.063579,0.063579,0.250837
0.622190,0.063571,0.063571,0.250803
0.622240,0.063562,0.063562,0.250769
0.622157,0.063687,0.063554,0.250736
0.622074,0.063679,0.063545,0.250836
0.621990,0.063670,0.063537,0.250936
0.621907,0.063662,0.063528,0.251037
0.621824,0.063653,0.063520,0.251137
0.621741,0.063645,0.063511,0.251237
0.621658,0.063636,0.063503,0.251337
0.621575,0.063628,0.063494,0.251437
0.621492,0.063619,0.063486,0.251537
0.621409,0.063611,0.063477,0.251637
0.621325,0.063602,0.063469,0.251737
0.621242,0.063594,0.063594,0.251703
0.621293,0.063585,0.063585,0.251670
0.621344,0.063577,0.063577,0.251636
0.621394,0.063568,0.063568,0.251603
0.621445,0.063560,0.063560,0.251569
0.621495,0.063551,0.063551,0.251535
0.621546,0.063543,0.063543,0.251502
0.621596,0.063534,0.063534,0.251468
0.621647,0.063526,0.063526,0.251435
0.621564,0.063651,0.063517,0.251401
0.621481,0.063642,0.063509,0.251501
0.621398,0.063634,0.063501,0.251601
0.621315,0.063625,0.063492,0.251701
0.621232,0.063617,0.063484,0.251800
0.621149,0.063608,0.063475,0.251900
0.621067,0.063600,0.063467,0.252000
0.620984,0.063592,0.063592,0.251966
0.621034,0.063583,0.063583,0.251933
0.621085,0.063575,0.063575,0.251899
0.621002,0.063699,0.063566,0.251866
0.620919,0.063691,0.063691,0.251832
0.620970,0.063682,0.063682,0.251799
0.621020,0.063674,0.063674,0.251765
0.621071,0.063665,0.063665,0.251731
0.621121,0.063657,0.063657,0.251698
0.621172,0.063648,0.063648,0.251664
0.621222,0.063640,0.063640,0.251631
0.621273,0.063632,0.063632,0.251597
0.621323,0.063623,0.063623,0.251564
0.621373,0.063615,0.063615,0.251530
0.621424,0.063606,0.063606,0.251497
0.621474,0.063598,0.063598,0.251464
0.621525,0.063589,0.063589,0.251430
0.621575,0.063581,0.063581,0.251397
0.621625,0.063572,0.063572,0.251363
0.621676,0.063564,0.063564,0.251330
0.621726,0.063555,0.063555,0.251296
0.621776,0.063547,0.063547,0.251263
0.621826,0.063538,0.063538,0.251230
0.621877,0.063530,0.063530,0.251196
0.621927,0.063522,0.063522,0.251163
0.621977,0.063513,0.063513,0.251129
0.622027,0.063505,0.063505,0.251096
0.622078,0.063496,0.063496,0.251063
0.622128,0.063488,0.063488,0.251029
0.622178,0.063479,0.063479,0.250996
0.622228,0.063471,0.063471,0.250963
0.622278,0.063463,0.063463,0.250929
0.622328,0.063454,0.063454,0.250896
0.622379,0.063446,0.063446,0.250863
0.622429,0.063437,0.063437,0.250829
0.622479,0.063429,0.063429,0.250796
0.622529,0.063420,0.063420,0.250763
0.622579,0.063412,0.063412,0.250730
0.622629,0.063404,0.063404,0.250696
0.622679,0.063395,0.063395,0.250663
0.622729,0.063387,0.063387,0.250630
0.622779,0.063378,0.063378,0.250597
0.622697,0.063503,0.063370,0.250563
0.622614,0.063494,0.063362,0.250663
0.622531,0.063486,0.063353,0.250762
0.622449,0.063477,0.063477,0.250729
0.622499,0.063469,0.063469,0.250696
0.622549,0.063461,0.063461,0.250662
0.622599,0.063452,0.063452,0.250629
0.622649,0.063444,0.063444,0.250596
0.622699,0.063435,0.063435,0.250563
0.622749,0.063427,0.063427,0.250530
0.622799,0.063419,0.063419,0.250496
0.622716,0.063542,0.063410,0.250463
0.622634,0.063534,0.063402,0.250563
0.622552,0.063526,0.063393,0.250662
0.622469,0.063517,0.063517,0.250629
0.622519,0.063509,0.063509,0.250595
0.622569,0.063500,0.063500,0.250562
0.622619,0.063492,0.063492,0.250529
0.622669,0.063484,0.063484,0.250496
0.622719,0.063475,0.063475,0.250463
0.622769,0.063467,0.063467,0.250430
0.622819,0.063458,0.063458,0.250397
0.622868,0.063450,0.063450,0.250364
0.622786,0.063574,0.063442,0.250330
0.622704,0.063565,0.063565,0.250297
0.622754,0.063557,0.063557,0.250264
0.622804,0.063549,0.063549,0.250231
0.622853,0.063540,0.063540,0.250198
0.622903,0.063532,0.063532,0.250165
0.622953,0.063524,0.063524,0.250132
0.623003,0.063515,0.063515,0.250099
0.623053,0.063507,0.063507,0.250066
0.623102,0.063498,0.063498,0.250033
0.623152,0.063490,0.063490,0.250000
0.623202,0.063482,0.063482,0.249967
0.623251,0.063473,0.063473,0.249934
0.623301,0.063465,0.063465,0.249901
0.623351,0.063456,0.063456,0.249868
0.623401,0.063448,0.063448,0.249835
0.623450,0.063440,0.063440,0.249802
0.623500,0.063431,0.063431,0.249769
0.623550,0.063423,0.063423,0.249736
0.623599,0.063415,0.063415,0.249703
0.623649,0.063406,0.063406,0.249670
0.623698,0.063398,0.063398,0.249638
0.623748,0.063390,0.063390,0.249605
0.623798,0.063381,0.063381,0.249572
0.623847,0.063373,0.063373,0.249539
0.623897,0.063365,0.063365,0.249506
0.623946,0.063356,0.063356,0.249473
0.623996,0.063348,0.063348,0.249440
0.624045,0.063339,0.063339,0.249407
0.624095,0.063331,0.063331,0.249375
0.624144,0.063323,0.063323,0.249342
0.624194,0.063314,0.063314,0.249309
0.624243,0.063306,0.063306,0.249276
0.624161,0.063429,0.063298,0.249243
0.624079,0.063421,0.063289,0.249342
0.623997,0.063413,0.063281,0.249441
0.623915,0.063404,0.063404,0.249408
0.623964,0.063396,0.063396,0.249375
0.624014,0.063388,0.063388,0.249342
0.624063,0.063379,0.063379,0.249310
0.624113,0.063371,0.063371,0.249277
0.624030,0.063494,0.063363,0.249244
0.623948,0.063486,0.063354,0.249343
0.623866,0.063477,0.063477,0.249310
0.623916,0.063469,0.063469,0.249277
0.623965,0.063461,0.063461,0.249245
0.624015,0.063452,0.063452,0.249212
0.624064,0.063444,0.063444,0.249179
0.624114,0.063436,0.063436,0.249146
0.624163,0.063427,0.063427,0.249114
0.624212,0.063419,0.063419,0.249081
0.624261,0.063411,0.063411,0.249048
0.624311,0.063402,0.063402,0.249015
0.624360,0.063394,0.063394,0.248983
0.624409,0.063386,0.063386,0.248950
0.624459,0.063378,0.063378,0.248917
0.624508,0.063369,0.063369,0.248885
0.624426,0.063492,0.063361,0.248852
0.624344,0.063484,0.063353,0.248951
0.624262,0.063475,0.063344,0.249049
0.624180,0.063467,0.063467,0.249017
0.624230,0.063459,0.063459,0.248984
0.624279,0.063450,0.063450,0.248951
0.624328,0.063442,0.063442,0.248919
0.624377,0.063434,0.063434,0.248886
0.624427,0.063426,0.063426,0.248853
0.624476,0.063417,0.063417,0.248821
0.624525,0.063409,0.063409,0.248788
0.624574,0.063401,0.063401,0.248756
0.624492,0.063523,0.063392,0.248723
0.624411,0.063515,0.063384,0.248821
0.624329,0.063507,0.063376,0.248920
0.624247,0.063498,0.063367,0.249018
0.624165,0.063490,0.063490,0.248985
0.624215,0.063482,0.063482,0.248953
0.624264,0.063473,0.063473,0.248920
0.624313,0.063465,0.063465,0.248888
0.624362,0.063457,0.063457,0.248855
0.624411,0.063448,0.063448,0.248823
0.624460,0.063440,0.063440,0.248790
0.624510,0.063432,0.063432,0.248758
0.624559,0.063424,0.063424,0.248725
0.624608,0.063415,0.063415,0.248692
0.624657,0.063407,0.063407,0.248660
0.624575,0.063529,0.063399,0.248627
0.624494,0.063521,0.063390,0.248726
0.624412,0.063513,0.063513,0.248693
0.624461,0.063505,0.063505,0.248661
0.624379,0.063627,0.063496,0.248628
0.624298,0.063619,0.063488,0.248726
0.624216,0.063610,0.063610,0.248694
0.624135,0.063733,0.063602,0.248661
0.624053,0.063724,0.063594,0.248759
0.623972,0.063716,0.063585,0.248858
0.623890,0.063708,0.063577,0.248956
0.623809,0.063699,0.063569,0.249054
0.623728,0.063691,0.063560,0.249152
0.623646,0.063683,0.063552,0.249250
0.623565,0.063674,0.063544,0.249348
0.623483,0.063666,0.063536,0.249446
0.623402,0.063658,0.063527,0.249543
0.623321,0.063649,0.063519,0.249641
0.623239,0.063641,0.063511,0.249739
0.623158,0.063633,0.063502,0.249837
0.623077,0.063625,0.063494,0.249935
0.622996,0.063616,0.063486,0.250033
0.622914,0.063608,0.063608,0.250000
0.622964,0.063600,0.063600,0.249967
0.622882,0.063722,0.063591,0.249935
0.622801,0.063713,0.063583,0.250033
0.622720,0.063705,0.063705,0.250000
0.622769,0.063697,0.063697,0.249967
0.622818,0.063688,0.063688,0.249935
0.622737,0.063810,0.063680,0.249902
0.622656,0.063802,0.063672,0.250000
0.622575,0.063794,0.063794,0.249967
0.622624,0.063785,0.063785,0.249935
0.622673,0.063777,0.063777,0.249902
0.622723,0.063769,0.063769,0.249870
0.622642,0.063891,0.063761,0.249837
0.622561,0.063882,0.063752,0.249935
0.622479,0.063874,0.063744,0.250033
0.622399,0.063866,0.063736,0.250130
0.622318,0.063857,0.063727,0.250228
0.622237,0.063849,0.063719,0.250325
0.622156,0.063841,0.063711,0.250423
0.622075,0.063833,0.063703,0.250520
0.621994,0.063824,0.063694,0.250617
0.621913,0.063816,0.063686,0.250715
0.621832,0.063808,0.063678,0.250812
0.621752,0.063799,0.063669,0.250910
0.621671,0.063791,0.063661,0.251007
0.621590,0.063783,0.063653,0.251104
0.621509,0.063775,0.063645,0.251201
0.621429,0.063766,0.063636,0.251299
0.621348,0.063758,0.063758,0.251266
0.621397,0.063750,0.063750,0.251233
0.621446,0.063741,0.063741,0.251201
0.621495,0.063733,0.063733,0.251168
0.621544,0.063725,0.063725,0.251136
0.621594,0.063717,0.063717,0.251103
0.621643,0.063708,0.063708,0.251070
0.621692,0.063700,0.063700,0.251038
0.621741,0.063692,0.063692,0.251005
0.621790,0.063684,0.063684,0.250973
0.621839,0.063675,0.063675,0.250940
0.621888,0.063667,0.063667,0.250908
0.621937,0.063659,0.063659,0.250875
0.621856,0.063780,0.063651,0.250843
0.621776,0.063772,0.063772,0.250810
0.621825,0.063764,0.063764,0.250778
0.621874,0.063755,0.063755,0.250745
0.621923,0.063747,0.063747,0.250713
0.621972,0.063739,0.063739,0.250680
0.622021,0.063731,0.063731,0.250648
0.622070,0.063722,0.063722,0.250615
0.622119,0.063714,0.063714,0.250583
0.622168,0.063706,0.063706,0.250550
0.622216,0.063698,0.063698,0.250518
0.622265,0.063689,0.063689,0.250485
0.622314,0.063681,0.063681,0.250453
0.622363,0.063673,0.063673,0.250421
0.622412,0.063665,0.063665,0.250388
0.622461,0.063656,0.063656,0.250356
0.622510,0.063648,0.063648,0.250323
0.622559,0.063640,0.063640,0.250291
0.622607,0.063632,0.063632,0.250259
0.622656,0.063623,0.063623,0.250226
0.622576,0.063745,0.063615,0.250194
0.622495,0.063736,0.063607,0.250291
0.622415,0.063728,0.063599,0.250388
0.622334,0.063720,0.063591,0.250485
0.622254,0.063712,0.063712,0.250452
0.622303,0.063703,0.063703,0.250420
0.622351,0.063695,0.063695,0.250388
0.622400,0.063687,0.063687,0.250355
0.622449,0.063679,0.063679,0.250323
0.622498,0.063670,0.063670,0.250291
0.622546,0.063662,0.063662,0.250258
0.622595,0.063654,0.063654,0.250226
0.622515,0.063775,0.063646,0.250194
0.622434,0.063767,0.063638,0.250290
0.622354,0.063758,0.063629,0.250387
0.622274,0.063750,0.063750,0.250355
0.622323,0.063742,0.063742,0.250323
0.622371,0.063734,0.063734,0.250290
0.622420,0.063725,0.063725,0.250258
0.622469,0.063717,0.063717,0.250226
0.622517,0.063709,0.063709,0.250193
0.622566,0.063701,0.063701,0.250161
0.622615,0.063693,0.063693,0.250129
0.622663,0.063684,0.063684,0.250097
0.622712,0.063676,0.063676,0.250064
0.622761,0.063668,0.063668,0.250032
0.622809,0.063660,0.063660,0.250000
0.622858,0.063652,0.063652,0.249968
0.622906,0.063643,0.063643,0.249936
0.622955,0.063635,0.063635,0.249903
0.623004,0.063627,0.063627,0.249871
0.623052,0.063619,0.063619,0.249839
0.623101,0.063611,0.063611,0.249807
0.623149,0.063602,0.063602,0.249775
0.623198,0.063594,0.063594,0.249743
0.623246,0.063586,0.063586,0.249710
0.623295,0.063578,0.063578,0.249678
0.623343,0.063570,0.063570,0.249646
0.623392,0.063561,0.063561,0.249614
0.623440,0.063553,0.063553,0.249582
0.623489,0.063545,0.063545,0.249550
0.623537,0.063537,0.063537,0.249518
0.623585,0.063529,0.063529,0.249486
0.623634,0.063521,0.063521,0.249454
0.623682,0.063512,0.063512,0.249421
0.623602,0.063633,0.063504,0.249389
0.623522,0.063625,0.063496,0.249486
0.623442,0.063616,0.063488,0.249582
0.623362,0.063608,0.063608,0.249550
0.623410,0.063600,0.063600,0.249518
0.623458,0.063592,0.063592,0.249486
0.623507,0.063584,0.063584,0.249454
0.623555,0.063576,0.063576,0.249422
0.623603,0.063567,0.063567,0.249390
0.623652,0.063559,0.063559,0.249358
0.623700,0.063551,0.063551,0.249326
0.623748,0.063543,0.063543,0.249294
0.623797,0.063535,0.063535,0.249262
0.623845,0.063527,0.063527,0.249230
0.623893,0.063519,0.063519,0.249198
0.623941,0.063510,0.063510,0.249166
0.623990,0.063502,0.063502,0.249134
0.624038,0.063494,0.063494,0.249102
0.624086,0.063486,0.063486,0.249070
0.624006,0.063606,0.063478,0.249038
0.623926,0.063598,0.063470,0.249135
0.623846,0.063590,0.063462,0.249231
0.623766,0.063582,0.063582,0.249199
0.623814,0.063573,0.063573,0.249167
0.623863,0.063565,0.063565,0.249135
0.623911,0.063557,0.063557,0.249103
0.623959,0.063549,0.063549,0.249071
0.624007,0.063541,0.063541,0.249039
0.624055,0.063533,0.063533,0.249007
0.624103,0.063525,0.063525,0.248975
0.624152,0.063516,0.063516,0.248944
0.624200,0.063508,0.063508,0.248912
0.624248,0.063500,0.063500,0.248880
0.624296,0.063492,0.063492,0.248848
0.624344,0.063484,0.063484,0.248816
0.624392,0.063476,0.063476,0.248784
0.624440,0.063468,0.063468,0.248752
0.624488,0.063460,0.063460,0.248721
0.624536,0.063451,0.063451,0.248689
0.624584,0.063443,0.063443,0.248657
0.624632,0.063435,0.063435,0.248625
0.624680,0.063427,0.063427,0.248593
0.624728,0.063419,0.063419,0.248562
0.624776,0.063411,0.063411,0.248530
0.624824,0.063403,0.063403,0.248498
0.624872,0.063395,0.063395,0.248466
0.624920,0.063387,0.063387,0.248434
0.624840,0.063506,0.063378,0.248403
0.624760,0.063498,0.063370,0.248499
0.624681,0.063490,0.063362,0.248595
0.624601,0.063482,0.063354,0.248691
0.624521,0.063474,0.063346,0.248787
0.624441,0.063466,0.063338,0.248883
0.624362,0.063458,0.063458,0.248851
0.624410,0.063450,0.063450,0.248819
0.624330,0.063569,0.063441,0.248787
0.624250,0.063561,0.063433,0.248883
0.624170,0.063553,0.063425,0.248979
0.624091,0.063545,0.063417,0.249075
0.624011,0.063537,0.063409,0.249171
0.623932,0.063529,0.063401,0.249266
0.623852,0.063520,0.063393,0.249362
0.623773,0.063512,0.063385,0.249458
0.623693,0.063504,0.063377,0.249554
0.623613,0.063496,0.063369,0.249649
0.623534,0.063488,0.063488,0.249618
0.623582,0.063480,0.063480,0.249586
0.623630,0.063472,0.063472,0.249554
0.623678,0.063464,0.063464,0.249522
0.623726,0.063456,0.063456,0.249490
0.623774,0.063448,0.063448,0.249459
0.623822,0.063439,0.063439,0.249427
0.623870,0.063431,0.063431,0.249395
0.623917,0.063423,0.063423,0.249363
0.623965,0.063415,0.063415,0.249331
0.624013,0.063407,0.063407,0.249300
0.624061,0.063399,0.063399,0.249268
0.624109,0.063391,0.063391,0.249236
0.624157,0.063383,0.063383,0.249205
0.624205,0.063375,0.063375,0.249173
0.624252,0.063367,0.063367,0.249141
0.624300,0.063359,0.063359,0.249109
0.624348,0.063351,0.063351,0.249078
0.624396,0.063343,0.063343,0.249046
0.624444,0.063335,0.063335,0.249014
0.624364,0.063454,0.063327,0.248983
0.624285,0.063446,0.063318,0.249078
0.624205,0.063438,0.063310,0.249174
0.624126,0.063430,0.063302,0.249269
0.624047,0.063421,0.063421,0.249237
0.624095,0.063413,0.063413,0.249206
0.624142,0.063405,0.063405,0.249174
0.624190,0.063397,0.063397,0.249142
0.624238,0.063389,0.063389,0.249111
0.624286,0.063381,0.063381,0.249079
0.624333,0.063373,0.063373,0.249048
0.624381,0.063365,0.063365,0.249016
0.624429,0.063357,0.063357,0.248984
0.624476,0.063349,0.063349,0.248953
0.624524,0.063341,0.063341,0.248921
0.624572,0.063333,0.063333,0.248889
0.624619,0.063325,0.063325,0.248858
0.624667,0.063317,0.063317,0.248826
0.624715,0.063309,0.063309,0.248795
0.624762,0.063301,0.063301,0.248763
0.624683,0.063420,0.063293,0.248732
0.624604,0.063412,0.063412,0.248700
0.624651,0.063404,0.063404,0.248669
0.624572,0.063522,0.063395,0.248637
0.624493,0.063514,0.063387,0.248732
0.624414,0.063506,0.063379,0.248827
0.624335,0.063498,0.063371,0.248923
0.624255,0.063490,0.063363,0.249018
0.624176,0.063482,0.063355,0.249113
0.624097,0.063474,0.063474,0.249081
0.624145,0.063466,0.063466,0.249050
0.624193,0.063458,0.063458,0.249018
0.624114,0.063576,0.063450,0.248987
0.624034,0.063568,0.063442,0.249082
0.623955,0.063560,0.063560,0.249050
0.624003,0.063552,0.063552,0.249019
0.624051,0.063544,0.063544,0.248987
0.624098,0.063536,0.063536,0.248956
0.624146,0.063528,0.063528,0.248924
0.624193,0.063520,0.063520,0.248893
0.624241,0.063512,0.063512,0.248861
0.624288,0.063504,0.063504,0.248830
0.624336,0.063496,0.063496,0.248798
0.624383,0.063488,0.063488,0.248767
0.624431,0.063480,0.063480,0.248735
0.624478,0.063472,0.063472,0.248704
0.624526,0.063464,0.063464,0.248673
0.624573,0.063456,0.063456,0.248641
0.624621,0.063448,0.063448,0.248610
0.624668,0.063440,0.063440,0.248578
0.624716,0.063432,0.063432,0.248547
0.624763,0.063424,0.063424,0.248515
0.624811,0.063416,0.063416,0.248484
0.624858,0.063408,0.063408,0.248453
0.624779,0.063526,0.063400,0.248421
0.624700,0.063518,0.063392,0.248516
0.624621,0.063510,0.063510,0.248485
0.624669,0.063502,0.063502,0.248453
0.624716,0.063494,0.063494,0.248422
0.624763,0.063486,0.063486,0.248391
0.624811,0.063478,0.063478,0.248359
0.624858,0.063470,0.063470,0.248328
0.624779,0.063588,0.063462,0.248297
0.624700,0.063580,0.063580,0.248265
0.624622,0.063698,0.063572,0.248234
0.624543,0.063690,0.063564,0.248329
0.624464,0.063682,0.063556,0.248424
0.624385,0.063674,0.063548,0.248518
0.624307,0.063666,0.063540,0.248613
0.624228,0.063658,0.063532,0.248708
0.624149,0.063650,0.063524,0.248803
0.624071,0.063642,0.063516,0.248897
0.623992,0.063634,0.063508,0.248992
0.623913,0.063626,0.063500,0.249087
0.623835,0.063618,0.063492,0.249181
0.623756,0.063610,0.063484,0.249276
0.623678,0.063602,0.063476,0.249370
0.623599,0.063594,0.063468,0.249465
0.623521,0.063586,0.063460,0.249559
0.623442,0.063578,0.063452,0.249654
0.623364,0.063570,0.063444,0.249748
0.623285,0.063562,0.063562,0.249717
0.623333,0.063554,0.063554,0.249685
0.623380,0.063546,0.063546,0.249654
0.623427,0.063538,0.063538,0.249623
0.623475,0.063530,0.063530,0.249591
0.623522,0.063522,0.063522,0.249560
0.623569,0.063514,0.063514,0.249528
0.623617,0.063506,0.063506,0.249497
0.623664,0.063498,0.063498,0.249466
0.623711,0.063490,0.063490,0.249434
0.623759,0.063482,0.063482,0.249403
0.623680,0.063600,0.063474,0.249372
0.623602,0.063592,0.063466,0.249466
0.623523,0.063584,0.063458,0.249560
0.623445,0.063576,0.063450,0.249654
0.623367,0.063568,0.063442,0.249749
0.623289,0.063560,0.063434,0.249843
0.623210,0.063552,0.063426,0.249937
0.623132,0.063544,0.063418,0.250031
0.623054,0.063536,0.063410,0.250126
0.622976,0.063528,0.063402,0.250220
0.622897,0.063520,0.063394,0.250314
0.622819,0.063512,0.063386,0.250408
0.622741,0.063504,0.063379,0.250502
0.622663,0.063496,0.063496,0.250471
0.622710,0.063488,0.063488,0.250439
0.622757,0.063480,0.063480,0.250408
0.622805,0.063472,0.063472,0.250376
0.622852,0.063464,0.063464,0.250345
0.622899,0.063456,0.063456,0.250314
0.622947,0.063448,0.063448,0.250282
0.622994,0.063440,0.063440,0.250251
0.622916,0.063558,0.063432,0.250219
0.622838,0.063550,0.063424,0.250313
0.622760,0.063542,0.063416,0.250407
0.622682,0.063534,0.063534,0.250376
0.622604,0.063651,0.063526,0.250345
0.622526,0.063643,0.063518,0.250438
0.622448,0.063635,0.063510,0.250532
0.622370,0.063627,0.063502,0.250626
0.622292,0.063619,0.063494,0.250720
0.622214,0.063611,0.063611,0.250689
0.622261,0.063603,0.063603,0.250657
0.622308,0.063595,0.063595,0.250626
0.622356,0.063587,0.063587,0.250595
0.622403,0.063579,0.063579,0.250563
0.622450,0.063572,0.063572,0.250532
0.622497,0.063564,0.063564,0.250501
0.622545,0.063556,0.063556,0.250469
0.622592,0.063548,0.063548,0.250438
0.622639,0.063540,0.063540,0.250407
0.622686,0.063532,0.063532,0.250375
0.622734,0.063524,0.063524,0.250344
0.622781,0.063516,0.063516,0.250313
0.622828,0.063508,0.063508,0.250281
0.622875,0.063500,0.063500,0.250250
0.622922,0.063492,0.063492,0.250219
0.622969,0.063484,0.063484,0.250187
0.623016,0.063476,0.063476,0.250156
0.623063,0.063468,0.063468,0.250125
0.623111,0.063460,0.063460,0.250094
0.623158,0.063452,0.063452,0.250062
0.623205,0.063444,0.063444,0.250031
0.623252,0.063437,0.063437,0.250000
0.623299,0.063429,0.063429,0.249969
0.623346,0.063421,0.063421,0.249938
0.623393,0.063413,0.063413,0.249906
0.623440,0.063405,0.063405,0.249875
0.623487,0.063397,0.063397,0.249844
0.623534,0.063389,0.063389,0.249813
0.623581,0.063381,0.063381,0.249782
0.623628,0.063373,0.063373,0.249750
0.623675,0.063365,0.063365,0.249719
0.623722,0.063357,0.063357,0.249688
0.623769,0.063350,0.063350,0.249657
0.623691,0.063466,0.063342,0.249626
0.623613,0.063458,0.063334,0.249719
0.623535,0.063451,0.063326,0.249813
0.623458,0.063443,0.063443,0.249782
0.623504,0.063435,0.063435,0.249751
0.623551,0.063427,0.063427,0.249720
0.623598,0.063419,0.063419,0.249689
0.623645,0.063411,0.063411,0.249657
0.623692,0.063403,0.063403,0.249626
0.623739,0.063395,0.063395,0.249595
0.623786,0.063387,0.063387,0.249564
0.623833,0.063379,0.063379,0.249533
0.623879,0.063372,0.063372,0.249502
0.623802,0.063488,0.063364,0.249471
0.623724,0.063480,0.063480,0.249440
0.623771,0.063472,0.063472,0.249409
